DD001342	D007035;D009127;D018908;D011782;D012021;D012640;D000855;D001049;D003371;D006935;D006985;D015430;D018496;D001247;D009767;D002303;D002524;D002819;D006948;D018476;D017109;D014202;D004401;D003693;D003128;D008607;D006212;D009128;D009123;D017116;D006261;D019547;D010148;D005158;D018589;D006429;D014826;D011602;D004244;D000857;D006930;D006987;D010292;D001750;D014717;D006685;D000006;D003085;D003248;D004415;D006606;D012913;D011141;D000419;D014103;D013342;D005483;D009041;D019462;D006732;D007040;D005926;D013494;D005207;D015875;D015845;D020385
DD002493	D007035;D003490;D009127;D018908;D011782;D012021;D012640;D000855;D003968;D001049;D006935;D006985;D018496;D001247;D005316;D006942;D051346;D002524;D020234;D001264;D002819;D006948;D018476;D009207;D014202;D008580;D004401;D003693;D003128;D008607;D006212;D009120;D009128;D009123;D009222;D013746;D017116;D006261;D010148;D005158;D006429;D012133;D014826;D011602;D004244;D006312;D006317;D014012;D000857;D006930;D006941;D010292;D004172;D001750;D014717;D000006;D003248;D006606;D011695;D016553;D011697;D014103;D013342;D005862;D010591;D001405;D005311;D002559;D006732;D007040;D009155;D013494;D003655;D002375
DD010300	D007035;D009127;D018908;D011782;D012021;D012640;D000855;D003371;D006935;D006985;D053120;D015430;D012892;D001247;D013851;D006942;D051346;D002524;D020234;D001264;D002819;D006948;D018476;D009207;D017109;D014202;D002389;D001039;D004401;D003693;D003128;D008607;D001308;D006212;D009120;D009128;D009123;D017116;D006261;D010148;D005158;D018589;D006429;D014826;D011602;D004244;D000857;D006930;D010292;D003117;D004172;D001750;D014717;D006685;D003248;D004415;D006606;D012913;D014103;D013342;D007088;D010591;D001405;D006313;D020069;D014550;D005222;D005483;D007040;D055154;D013494;D020235;D053201;D019569;D000381;D002375;D000849;D020240;D004454;D053158
DD001925	D007035;D018908;D011782;D012021;D012640;D001049;D006935;D006314;D018496;D005316;D002524;D001264;D002819;D006948;D009207;D014202;D002389;D007805;D001039;D004401;D003693;D003128;D008607;D001308;D006212;D009128;D009123;D006261;D005158;D006429;D011602;D004244;D014012;D000857;D006987;D003117;D006423;D014717;D003248;D002032;D014103;D001041;D013342;D007088;D010591;D006313;D005311;D005222;D012607;D009155;D018458;D020238;D020915;D003655;D000381;D000849;D020324;D000648;D004454
DD004827	D007035;D003490;D009127;D018908;D011782;D012021;D012640;D000855;D003968;D001049;D003371;D006935;D006985;D015430;D012892;D001247;D005335;D005320;D009767;D005316;D002524;D020234;D001264;D002819;D006948;D018476;D009207;D017109;D020323;D014202;D002389;D007805;D004401;D003693;D003128;D008607;D001308;D006212;D009120;D009128;D009123;D013746;D006261;D012585;D010148;D005158;D006429;D020828;D014826;D011602;D004244;D006317;D014012;D006930;D006987;D010292;D019575;D003117;D004172;D006423;D015354;D014717;D006685;D000006;D003085;D003248;D004415;D009058;D012913;D011697;D014103;D001041;D013342;D007088;D010591;D005311;D002559;D019462;D014313;D012607;D007040;D006628;D000550;D020795;D009155;D002639;D001044;D016857;D003655;D002375;D000849;D020324;D000648;D004688;D020236
DD008881	D007035;D018908;D012021;D012640;D000855;D003371;D006935;D006985;D015430;D012892;D001247;D019584;D006942;D002524;D002819;D006948;D009207;D017109;D014202;D001039;D004401;D003128;D008607;D006212;D009120;D009222;D017116;D006261;D019547;D012585;D010148;D005158;D018589;D006429;D011602;D004244;D014012;D000857;D006930;D006941;D006987;D010292;D019575;D003117;D004172;D006423;D015354;D014717;D000006;D003085;D004433;D014098;D003248;D004415;D002032;D004438;D014103;D007088;D010591;D012001;D020069;D005483;D007383;D009041;D019462;D006732;D012607;D000788;D020250;D006939;D020795;D020757;D053591;D004412;D016857;D015875;D000381;D000648;D015845;D020236
DD006849	D007035;D018908;D011782;D012021;D012640;D001049;D003371;D006985;D001247;D015160;D002558;D002524;D018476;D014202;D008580;D002389;D007805;D003128;D008607;D006212;D009128;D009123;D006261;D005158;D006429;D014826;D020336;D011602;D004244;D006312;D014012;D010292;D004172;D006423;D015354;D001750;D014717;D016553;D005311;D002559;D000550;D009155;D013494;D020235;D019569;D000381;D000648
DD003711	D007035;D009127;D018908;D011782;D012021;D012640;D015430;D006942;D002524;D020234;D001264;D002819;D009207;D014202;D004401;D003128;D008607;D009120;D009128;D009123;D006261;D019547;D005158;D018589;D006429;D014826;D004244;D006312;D014012;D006930;D006941;D006987;D010292;D003117;D004172;D006423;D001750;D014717;D016553;D006732;D012607;D006939;D013494;D005207;D000381
DD010523	D007035;D009127;D018908;D011782;D012021;D012640;D001049;D003371;D006935;D006985;D015430;D001247;D009767;D006942;D051346;D002524;D020234;D002819;D006948;D009207;D014202;D004401;D003128;D008607;D001308;D006212;D009120;D009128;D009123;D009222;D013746;D017116;D006261;D019547;D051474;D012585;D010148;D005158;D006429;D017246;D012133;D014826;D020336;D011602;D004244;D006312;D006317;D014012;D000857;D006930;D006941;D006987;D010292;D004172;D006423;D001750;D014717;D003248;D011695;D016553;D000419;D014103;D010591;D001405;D020069;D014550;D007383;D006732;D012607;D006316;D000550;D005207;D003655;D015845;D020385
DD011115	D007035;D018908;D011782;D012021;D012640;D002100;D009767;D006942;D002524;D020234;D009207;D014202;D003128;D006212;D009120;D009128;D009123;D006261;D012585;D010148;D005158;D012133;D014826;D011602;D004244;D006930;D006941;D006987;D010292;D004172;D014717;D004433;D004438;D006628;D020915
